uid,age,gender,occupation,income,sport_interest,sports,ideal_frequency,teammate_shortage,teammate_pain_points,new_player_openness,trust_factors,current_finding_methods,current_finding_pains,booking_need,current_booking_methods,booking_pains,switching_triggers,expected_frequency_lift,willingness_to_pay,paid_features,open_motivation,new_player_openness_num,high_openness_to_new_players,teammate_shortage_score,ideal_frequency_score,booking_need_score,wtp_score,expected_frequency_lift_score,sport_interest_score,pain_count_teammate,pain_count_booking,early_adopter_candidate,student_young_segment,has_wtp_signal,strong_wtp
UID-023,18–22,Nam,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,"Có, thường xuyên","Cầu lông, Bóng đá, Bóng chuyền, Gym/Fitness theo nhóm",3 lần/tuần trở lên,Thỉnh thoảng,Bạn bè/người quen không rảnh,3.0,Có nhóm chat trước buổi chơi,"Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook, Cộng đồng trường học/công ty",Ngại chơi với người lạ vì thiếu thông tin,Thường xuyên,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Nhờ bạn bè đặt, Đến trực tiếp sân",Không biết sân/địa điểm nào còn trống,Có nhiều người chơi thật,"Có, chắc chắn",Không,Phí đặt sân/địa điểm tiện lợi,,3.0,False,2.0,3.0,3.0,0.0,2.0,3,1,1,False,True,False,False
UID-024,18–22,Nam,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thỉnh thoảng","Cầu lông, Bóng đá, Bóng chuyền, Chạy bộ theo nhóm, Bida",Khi có người rủ,Thỉnh thoảng,"Không đủ số lượng người để chơi, Khó tìm người cùng trình độ, Khó tìm người cùng lịch rảnh",4.0,"Có xác minh tài khoản/số điện thoại, Biết trước lịch sử tham gia trận/hoạt động","Rủ bạn bè/người quen trực tiếp, Nhóm Facebook, Hỏi chủ sân/người quen ở sân, Dùng app/website thể thao","Không biết trình độ người chơi, Khó tìm người gần mình, Không có đánh giá/độ uy tín của người chơi, Ngại chơi với người lạ vì thiếu thông tin, Khó quản lý số lượng người tham gia",Thỉnh thoảng,"Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Đến trực tiếp sân, Không cần đặt trước","Không rõ giá, Không rõ chất lượng sân/địa điểm, Khó đổi/hủy lịch, Khó chia tiền với người chơi khác","Có nhiều người chơi thật, Biết trước lịch trống và giá sân, Ghép người chơi theo lịch rảnh, Có thể chia tiền sân trong app",Có thể,Có,"Phí đặt sân/địa điểm tiện lợi, Gói premium để được ghép người phù hợp hơn",,4.0,True,2.0,1.0,2.0,2.0,1.0,2,3,4,True,True,True,True
UID-025,18–22,Nam,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thỉnh thoảng","Cầu lông, Bóng chuyền, Bơi lội",1–2 lần/tuần,Rất thường xuyên,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh",4.0,"Biết trước trình độ chơi, Có nhóm chat trước buổi chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Cộng đồng trường học/công ty","Không biết ai đang rảnh, Khó tìm người gần mình, Ngại chơi với người lạ vì thiếu thông tin",Thỉnh thoảng,"Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Đến trực tiếp sân","Không biết sân/địa điểm nào còn trống, Không rõ giá, Khó chia tiền với người chơi khác","Có nhiều người chơi thật, Biết trước lịch trống và giá sân, Có thể chia tiền sân trong app","Có, chắc chắn","Có thể, nếu giá hợp lý",Phí đặt sân/địa điểm tiện lợi,,4.0,True,3.0,2.0,2.0,1.0,2.0,2,3,3,True,True,True,False
UID-026,18–22,Nam,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,"Có, thường xuyên","Cầu lông, Bóng đá",1–2 lần/tuần,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi",4.0,"Biết trước trình độ chơi, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Không chủ động tìm, chỉ chơi khi có người rủ","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân",Có thể,"Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi",,4.0,True,2.0,2.0,2.0,1.0,1.0,3,2,3,True,True,True,False
UID-027,18–22,Nam,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,"Có, thường xuyên","Cầu lông, Bóng đá, Bơi lội, Gym/Fitness theo nhóm",3 lần/tuần trở lên,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng trình độ",5.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi, Có nhóm chat trước buổi chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Hỏi chủ sân/người quen ở sân","Không biết ai đang rảnh, Không biết trình độ người chơi",Thường xuyên,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Có đánh giá người chơi và sân/địa điểm, Có cộng đồng/giải phong trào hoạt động thường xuyên, Giao diện đơn giản, dễ dùng","Có, chắc chắn","Có thể, nếu giá hợp lý",Gói premium để được ghép người phù hợp hơn,,5.0,True,2.0,3.0,3.0,1.0,2.0,3,3,4,True,True,True,False
UID-028,23–30,Nam,Học sinh/Sinh viên,Dưới 2.000.000 VND,Trước đây có chơi nhưng hiện tại ít chơi,"Cầu lông, Bóng đá",Khi có người rủ,Rất thường xuyên,Bạn bè/người quen không rảnh,3.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook","Không biết ai đang rảnh, Khó tìm người gần mình, Ngại chơi với người lạ vì thiếu thông tin",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân",Dễ bị trùng lịch hoặc hết chỗ,Biết trước lịch trống và giá sân,Có thể,"Có thể, nếu giá hợp lý",Cho biết trước việc sân còn hay hết chỗ,,3.0,False,3.0,1.0,2.0,1.0,1.0,1,1,1,False,False,True,False
UID-029,18–22,Nam,Học sinh/Sinh viên,Không tiện đề cập,Trước đây có chơi nhưng hiện tại ít chơi,"Cầu lông, Bóng đá, Bơi lội",3 lần/tuần trở lên,Thỉnh thoảng,"Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh, Không biết tìm người chơi ở đâu, Khó chia chi phí",4.0,"Hồ sơ người chơi rõ ràng, Có xác minh tài khoản/số điện thoại, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Cộng đồng trường học/công ty, Không chủ động tìm, chỉ chơi khi có người rủ","Không biết ai đang rảnh, Ngại chơi với người lạ vì thiếu thông tin, Khó chia tiền sân/chi phí",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Hỏi trong nhóm cộng đồng","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không có một nơi tổng hợp nhiều sân/môn thể thao","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Có đánh giá người chơi và sân/địa điểm, Có xác minh tài khoản, Có thể chia tiền sân trong app, Có cộng đồng/giải phong trào hoạt động thường xuyên",Có thể,"Có thể, nếu app thật sự có nhiều người dùng","Phí đặt sân/địa điểm tiện lợi, Em nghĩ là tiền sân cũng như tiền gì đó nếu đối phương hủy kèo phải chịu ( ko cần cao quá đâu ạ)",,4.0,True,2.0,3.0,2.0,1.0,1.0,1,4,4,False,True,True,False
UID-030,18–22,Nam,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thường xuyên","Cầu lông, Bóng đá, Bơi lội, Gym/Fitness theo nhóm, Bida",3 lần/tuần trở lên,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng trình độ",5.0,"Hồ sơ người chơi rõ ràng, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi","Nhóm Zalo/Messenger, Nhóm Facebook","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không biết trình độ người chơi, Khó tìm người gần mình",Thường xuyên,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không có đánh giá từ người chơi trước","Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ","Có, chắc chắn",Có,"Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi",,5.0,True,2.0,3.0,3.0,2.0,2.0,3,3,3,True,True,True,True
UID-031,18–22,Nam,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,Trước đây có chơi nhưng hiện tại ít chơi,"Bóng đá, Bóng rổ, Bơi lội",1–3 lần/tháng,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi",3.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook, Cộng đồng trường học/công ty","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không biết trình độ người chơi, Khó tìm người gần mình",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Đặt qua app/website","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân",Có thể,"Có thể, nếu giá hợp lý",Phí đặt sân/địa điểm tiện lợi,,3.0,False,2.0,1.0,2.0,1.0,1.0,1,2,3,False,True,True,False
UID-032,18–22,Nam,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,"Có, thỉnh thoảng","Tennis, Chạy bộ theo nhóm",1–2 lần/tuần,Rất thường xuyên,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi",4.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Có cơ chế báo cáo người chơi không phù hợp",Rủ bạn bè/người quen trực tiếp,"Phải nhắn nhiều nơi mới đủ người, Dễ bị hủy kèo vào phút cuối, Ngại chơi với người lạ vì thiếu thông tin",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Nhờ bạn bè đặt","Không biết sân/địa điểm nào còn trống, Không rõ giá, Không rõ chất lượng sân/địa điểm","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Có đánh giá người chơi và sân/địa điểm, Có xác minh tài khoản, Có thể chia tiền sân trong app","Có, chắc chắn","Có thể, nếu app thật sự có nhiều người dùng",Phí đặt sân/địa điểm tiện lợi,,4.0,True,3.0,2.0,2.0,1.0,2.0,2,2,3,True,True,True,False
UID-033,18–22,Nam,Học sinh/Sinh viên,Trên 10.000.000,Trước đây có chơi nhưng hiện tại ít chơi,"Cầu lông, Bóng đá, Chạy bộ theo nhóm, Đạp xe theo nhóm, Gym/Fitness theo nhóm, Bida",3 lần/tuần trở lên,Rất thường xuyên,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng trình độ, Khó tìm người cùng lịch rảnh, Không biết tìm người chơi ở đâu, Người chơi hay hủy kèo, Khó chia chi phí",5.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook, Cộng đồng trường học/công ty, Hỏi chủ sân/người quen ở sân, Dùng app/website thể thao","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không biết trình độ người chơi, Khó tìm người gần mình, Dễ bị hủy kèo vào phút cuối, Không có đánh giá/độ uy tín của người chơi, Ngại chơi với người lạ vì thiếu thông tin, Khó quản lý số lượng người tham gia, Khó chia tiền sân/chi phí",Thường xuyên,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Nhờ bạn bè đặt, Đến trực tiếp sân, Hỏi trong nhóm cộng đồng","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm, Không có đánh giá từ người chơi trước, Dễ bị trùng lịch hoặc hết chỗ, Khó đổi/hủy lịch, Khó chia tiền với người chơi khác","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Ghép người chơi theo lịch rảnh, Có đánh giá người chơi và sân/địa điểm, Có xác minh tài khoản, Có thể chia tiền sân trong app, Có cộng đồng/giải phong trào hoạt động thường xuyên","Có, chắc chắn","Có thể, nếu app thật sự có nhiều người dùng","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi, Gói premium để được ghép người phù hợp hơn, Phí tham gia giải hoặc sự kiện thể thao",,5.0,True,3.0,3.0,3.0,1.0,2.0,1,7,8,False,True,True,False
UID-034,18–22,Nam,Học sinh/Sinh viên,Không tiện đề cập,"Có, thỉnh thoảng","Cầu lông, Bơi lội",1–3 lần/tháng,Chưa bao giờ,"Bạn bè/người quen không rảnh, Khó chia chi phí",1.0,"Có đánh giá từ người chơi khác, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp",Rủ bạn bè/người quen trực tiếp,"Dễ bị hủy kèo vào phút cuối, Ngại chơi với người lạ vì thiếu thông tin",Không bao giờ,,,"Có nhiều sân/địa điểm thể thao đối tác, Ghép người chơi theo lịch rảnh, Có thể chia tiền sân trong app",Không chắc,Không,Phí đặt sân/địa điểm tiện lợi,,1.0,False,0.0,1.0,0.0,0.0,0.0,2,2,0,False,True,False,False
